Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Classic American Hot Dog," - Hot dog buns
- Beef or pork Hot dogs
- Yellow mustard
- Ketchup
- chopped onions
- Relish
- sliced pickles","1. Cook the hot dogs according to the package instructions (grilled, boiled, or pan-fried).
2. Place each hot dog in a bun.
3. Top with mustard, ketchup, onions, relish, and pickles.
4. Serve immediately.",fast_food,15,"hot dog buns, hot dogs, mustard, ketchup, onions, relish, pickles"
Chili Cheese Dog," - Hot dog buns
- Beef or pork hot dogs
- Canned chili (or homemade chili)
- Grated cheddar cheese
- Diced onions
- Sliced jalapeños (optional)
","1. Cook the hot dogs according to the package instructions.
2. Warm the chili in a pot or microwave until hot.
3. Place each hot dog in a bun.
4. Top with hot chili, grated cheese, onions, and jalapeños if desired.
5. Serve immediately.
",fast_food,15,"hot dog buns, hot dogs, chili, cheddar cheese, onions, jalapeños"
New York Street Dog," - Hot dog buns
- Beef or pork hot dogs
- Yellow mustard
- Sauerkraut
- Onions in tomato sauce (store-bought or homemade onion sauce)
","1. Cook the hot dogs according to the package instructions.
2. Warm the sauerkraut in a pot or microwave.
3. Place each hot dog in a bun.
4. Top with mustard, warm sauerkraut, and onions in tomato sauce.
5. Serve immediately.",fast_food,15,"hot dog buns, hot dogs, mustard, sauerkraut, onions"
Mexican Street Corn Hot Dog," - Hot dog buns
- Beef or pork hot dogs
- 1/4 cup mayonnaise
- 1/2 cup grated Cotija cheese
- 1 teaspoon chili powder
- Chopped cilantro
- Lime wedges
- Cooked corn kernels
","1. Cook the hot dogs according to the package instructions.
2. Spread a layer of mayonnaise on the inside of each bun.
3. Place each hot dog in a bun.
4. Top with corn kernels, a sprinkle of Cotija cheese, chili powder, and chopped cilantro.
5. Squeeze a wedge of lime over each hot dog before serving.",fast_food,15," hot dog buns, hot dogs, mayonnaise, cotija cheese, chili powder, cilantro, lime wedges, corn kernels"
Chicken Shawarma,"- 500g boneless chicken thighs
- 3 garlic cloves, minced
- 2 tsp ground cumin
- 2 tsp paprika
- 1 tsp turmeric
- 1 tsp ground cinnamon
- Salt and pepper to taste
- Juice of 1 lemon
- 3 tbsp yogurt
- 2 tbsp olive oil
- Pita bread, for serving
- Sliced cucumbers, tomatoes, onions, and tahini or garlic sauce, for serving","1. In a bowl, mix garlic, cumin, paprika, turmeric, cinnamon, salt, pepper, lemon juice, yogurt, and olive oil.
2. Add chicken thighs to the mixture and marinate for at least 3 hours, preferably overnight.
3. Grill or pan-fry the marinated chicken until fully cooked.
4. Slice the cooked chicken into thin strips.
5. Serve in pita bread with vegetables and your choice of sauce.",fast_food,20,"chicken , garlic cloves, cumin, paprika, turmeric, cinnamon, salt, pepper, lemon juice, yogurt, olive oil, pita bread, cucumbers, tomatoes, onions, tahini, garlic sauce"
Beef Shawarma,"- 500g beef sirloin or flank steak, thinly sliced
- 3 garlic cloves, minced
- 2 tsp ground coriander
- 2 tsp ground allspice
- 1 tsp ground cardamom
- Salt and pepper to taste
- 3 tbsp vinegar
- 2 tbsp olive oil
- Pita bread, for serving
- Tahini sauce, tomatoes, and pickles, for serving","1. In a bowl, combine garlic, spices, salt, pepper, vinegar, and olive oil.
2. Add the beef slices and marinate for at least 3 hours.
3. Grill or pan-fry the marinated beef.
4. Serve in pita bread with tahini sauce, tomatoes, and pickles.",fast_food,20,"beef , garlic , coriander, allspice, cardamom, salt, pepper, vinegar, olive oil, pita bread, tahini sauce, tomatoes, pickles"
Lamb Shawarma,"- 500g boneless lamb leg or shoulder, thinly sliced
- 3 garlic cloves, minced
- 2 tsp ground cumin
- 2 tsp ground coriander
- 1 tsp paprika
- Salt and pepper to taste
- 3 tbsp yogurt
- 2 tbsp pomegranate molasses or lemon juice
- 2 tbsp olive oil
- Pita or flatbread, for serving
- Hummus, mint yogurt sauce, and sliced red onions, for serving","1. Mix all the marinade ingredients in a bowl.
2. Add lamb and marinate for at least 3 hours or overnight.
3. Grill or pan-fry the lamb slices.
4. Serve in bread with hummus, mint yogurt sauce, and red onions.",fast_food,20,"lamb, garlic , cumin, coriander, paprika, salt, pepper, yogurt, pomegranate molasses, lemon juice, olive oil, pita, flatbread, hummus, mint yogurt sauce, red onions"
Vegan Tofu Shawarma,"- 1 block firm tofu, pressed and sliced
- 3 garlic cloves, minced
- 2 tsp smoked paprika
- 1 tsp ground cumin
- 1 tsp ground coriander
- Salt and pepper to taste
- 3 tbsp olive oil
- 2 tbsp lemon juice
- Pita bread, for serving
- Tahini sauce, pickles, lettuce, and tomatoes, for serving","1. In a bowl, combine garlic, spices, salt, pepper, olive oil, and lemon juice.
2. Add tofu slices and marinate for at least 1 hour.
3. Pan-fry the tofu slices until golden and crispy on both sides.
4. Serve in pita with tahini sauce, pickles, lettuce, and tomatoes.",fast_food,20,"tofu, garlic , smoked paprika, cumin, coriander, salt, pepper, olive oil, lemon juice, pita bread, tahini sauce, pickles, lettuce, tomatoes"
Classic Beef Tacos,"- 500g ground beef
- 1 onion, finely chopped
- 2 garlic cloves, minced
- 1 packet taco seasoning or homemade mix
- Taco shells
- Grated cheddar cheese
- Lettuce, shredded
- Tomatoes, diced
- Salsa
- Sour cream","1. In a skillet, sauté onions until translucent. Add garlic and cook for a minute.
2. Add ground beef and cook until browned. Drain excess fat.
3. Sprinkle taco seasoning and stir well. Add a bit of water if needed.
4. Warm taco shells as per package instructions.
5. Fill each taco shell with beef, cheese, lettuce, and tomatoes.
6. Top with salsa and sour cream.
",fast_food,15," beef, onion, garlic cloves, taco seasoning, taco shells, cheddar cheese, lettuce, tomatoes, salsa, sour cream"
Grilled Chicken Tacos,"- 500g chicken breast, sliced into thin strips
- 2 tbsp olive oil
- 1 tsp chili powder
- 1 tsp cumin
- Salt and pepper to taste
- Taco shells
- Avocado slices
- Red cabbage, shredded
- Lime wedges
- Fresh cilantro, chopped
- Salsa verde","1. Marinate chicken strips in olive oil, chili powder, cumin, salt, and pepper for at least an hour.
2. Grill chicken until cooked through.
3. Warm taco shells.
4. Fill each shell with grilled chicken, avocado slices, and red cabbage.
5. Garnish with cilantro and squeeze lime over the top. Serve with salsa verde.",fast_food,15,"chicken breast, olive oil, chili powder, cumin, salt, pepper, taco shells, avocado slices, red cabbage, lime wedges, cilantro, salsa verde"
Vegetarian Black Bean Tacos,"- 1 can black beans, rinsed and drained
- 1 onion, chopped
- 1 bell pepper, diced
- 2 garlic cloves, minced
- 1 tsp smoked paprika
- 1 tsp cumin
- Salt to taste
- Taco shells
- Grated cheese (optional)
- Lettuce, shredded
- Pico de gallo","1. Sauté onions and bell pepper until softened.
2. Add garlic, paprika, and cumin. Cook for another minute.
3. Add black beans and cook until heated through.
4. Fill taco shells with the bean mixture, cheese, lettuce, and pico de gallo.",fast_food,15,"black beans, onion, bell pepper, garlic cloves, smoked paprika, cumin, salt, taco shells, cheese, lettuce, pico de gallo"
Beef goulash,"450g/1lb stewing beef, cubed
1 onion, chopped
2 teaspoons sunflower oil
175ml/6fl oz beer
175ml/6fl oz water
50ml/2fl oz tomato purée
1 tablespoon paprika
1/4 teaspoon salt
1/4 teaspoon caraway seeds
450g/1lb potatoes
225g/8oz canned sauerkraut
2 tablespoons snipped fresh
flat-leaf parsley","1.In a frying pan, cook the beef and onion in the oil until the beef is
brown. Add the beer, water, tomato purée, paprika, salt and caraway
seeds. Cover and simmer for 1 1⁄4–11
⁄2 hours.
2. Add the potatoes, undrained sauerkraut and parsley to the pan. Cook,
covered, for about 20 minutes until the vegetables are tender. Remove
the lid from the pan and cook, uncovered, for a further 10 minutes or
until the mixture is thickened and most of the liquid has evaporated.
3. Serve hot with rice.",meat,120,"Beef, onion, sunflower oil, beer, water, tomato purée, paprika, salt, caraway seeds, potatoes, sauerkraut, flat-leaf parsley"
Beef fajitas,"1 tablespoon vegetable oil
1 onion, cut into strips
2 garlic cloves, minced
1 tablespoon Mexican chilli powder
450g/1lb minced beef
75g/3oz ready-prepared salsa
1 red pepper, seeded and chopped
1 green pepper, seeded and
chopped
1 courgette, thinly sliced
4 x 25cm/10in flour tortillas
salt and freshly ground black pepper","1. Preheat the oven to 180°C/350°F/Gas mark 4.
2. In a non-stick frying pan, heat the oil over a medium-high heat. Cook the
onion, garlic, chilli powder and seasoning, stirring, for 5 minutes or until
the onion is softened.
3. Add the beef and salsa, and cook, breaking up the beef with the back
of a spoon, for about 3 minutes until the beef is no longer pink. Add the
peppers and courgette, and cook, stirring, for 3 minutes or until the
liquid has evaporated.
4. Meanwhile, wrap the tortillas in foil and heat in the oven for 5 minutes
or until warmed through.
5. Divide the beef mixture among the tortillas, and roll up. Serve the fajitas
immediately while still piping hot.",meat,30,"Vegetable oil, onion, garlic, chilli powder, minced beef, salsa, red pepper, green pepper, courgette, flour tortillas, salt, black pepper"
Orange beef with green peppers,"700g/1 1/2lb flank steak
175ml/6fl oz orange juice
3 tablespoons light soy sauce
2 tablespoons smooth peanut butter
11/2 tablespoons orange zest
2 garlic cloves (crushed)
11/2 teaspoons curry powder 1/2 teaspoon red wine vinegar
1/2 teaspoon red pepper flakes
1 tablespoon vegetable oil
2 green peppers, cut into 1cm/1/2 in
wide strips","1. Diagonally cut the beef, against the grain, into slices 1cm/1
⁄2in thick.
2. In a bowl, combine the orange juice, soy sauce, peanut butter, orange
zest, garlic, curry, vinegar and red pepper flakes. Stir to blend. Add the
beef and toss to coat evenly. Cover and set aside to marinate for
2 hours at room temperature.
3. Heat the oil in a heavy frying pan or wok over a high heat. Add the
marinated beef mixture. Stir-fry for 2 minutes. Remove the beef with a
slotted spoon and set aside on a plate.
4. Add the green peppers to the pan, then stir-fry for about 5 minutes until
the peppers are browned around the edges.
5. Return the beef to the pan, and stir-fry for a further 1 minute to heat
through. Serve hot.",meat,40,"steak, orange juice, soy sauce, peanut butter, orange zest, garlic, curry powder, red wine vinegar, red pepper flakes, vegetable oil, green peppers"
Spiced beef & onions,"50ml/2fl oz olive oil
700g/ 1 1/2lbbaby onions
900g/2lb chuck steak, trimmed and
cut into bite-size cubes
3 garlic cloves, halved lengthways
125ml/4fl oz red wine
1 cinnamon stick
4 cloves
1 bay leaf
1 tablespoon red wine vinegar
2 tablespoons tomato purée
375ml/13fl oz water
2 tablespoons currants
salt and freshly ground black pepper","1. Heat the oil over a medium heat in a large heavy saucepan. Add the
onions and sauté, stirring, for 5 minutes or until golden. Remove from the
pan and drain on kitchen paper.
2. Add the meat to the pan, and stir over a high heat for 10 minutes or
until the meat is well browned and almost all the liquid has evaporated.
3. Add the garlic, wine, spices, bay leaf, vinegar and tomato purée.
Season with salt and pepper. Pour 375ml/13fl oz water into the pan,
and bring to the boil. Reduce the heat, cover and simmer for 1 hour,
stirring occasionally.
4. Return the onions to the saucepan, add the currants and stir gently.
Simmer, covered, for 15 minutes. Discard the cinnamon before serving.",meat,90,"Olive oil, onion, steak, garlic, red wine, cinnamon stick, cloves, bay leaf, red wine vinegar, tomato puree, water, currants, salt, black pepper"
Thai beef curry,"1 tablespoon tamarind pulp
2 tablespoons vegetable oil
700g/1 1/2lb stewing beef (cubed)
500ml/18fl oz coconut milk
4 cardamom pods, bruised
500ml/18fl oz coconut cream
2 tablespoons curry paste
2 tablespoons Thai fish sauce
8 pickling onions
8 baby potatoes
2 tablespoons granulated sugar
75g/3oz unsalted peanuts, roasted
and ground","• Put the tamarind pulp and 125ml/4fl oz boiling water in a bowl, and
set aside to cool. Mash the pulp with your fingertips to dissolve it, then
strain and reserve the liquid, discarding the pulp.
• Heat a non-stick wok over a high heat, add the oil and swirl to coat.
Add the beef in batches, and stir-fry over a high heat for 5 minutes for
each batch or until browned all over. Reduce the heat, add the coconut
milk and cardamom pods, and simmer for 1 hour or until the beef is
tender. Remove the beef from the wok, then strain the cooking liquid into
a bowl and keep to one side.
• Heat the coconut cream in the wok, and stir in the curry paste. Cook for
10 minutes or until the oil starts to separate from the cream. Add the fish
sauce, onions, potatoes, beef mixture, sugar, peanuts, tamarind water
and the reserved cooking liquid. Simmer for 25–30 minutes until the
meat is tender. Serve hot.",meat,75,"Tamarind pulp, vegetable oil, beef, coconut milk, cardamom pods, coconut cream, curry paste, Thai fish sauce, pickling onion, potato, sugar, peanuts"
Fillet of beef with porcini & sweet peppers,"1.4kg/3lb trimmed beef fillet
25g/1oz dried porcini mushrooms,
soaked and drained
250g/9oz jar sliced red and
yellow peppers in oil, drained
375g/13oz pancetta slices
2 tablespoons extra virgin olive oil
2 teaspoons plain flour
150ml/5fl oz Italian red wine
300ml/10fl oz beef stock
2 tablespoons Marsala
2 teaspoons dried mixed herbs
salt and freshly ground
black pepper","1. Preheat the oven to 190°C/375°F/Gas mark 5.
2. Cut a slit along the side of the fillet, keeping both ends attached. Open it
out with your fingers a little, to make a pocket.
3. Roughly chop the porcini, reserving half for the sauce. Mix the
remainder with half of the peppers, and use to fill the pocket in the beef.
Grind black pepper over the meat, then wrap the pancetta around the
fillet to enclose it completely. Tie with string at regular intervals.
4. Heat the oil in a large non-stick frying pan, add the meat and sear on all
sides. Lift the fillet out of the oil, draining over the pan. Reserve the
juices in the pan for the sauce.
5. Transfer the fillet to a roasting tin, and roast in the oven for 45 minutes.
Remove from the oven, cover with foil and leave to rest in a warm place
for 10–15 minutes.
6. Meanwhile, reheat the reserved juices in the frying pan, sprinkle in the
flour and cook, stirring, over a medium heat for 2–3 minutes. Gradually
stir in the red wine and the stock, then bring to the boil, stirring. Reduce
the heat and add the Marsala and mixed herbs. Season with salt and
pepper, and simmer until thickened, stirring constantly.
7. Add the remaining peppers and porcini, and heat through.
8. Remove the string from the beef fillet and carve the meat into neat slices.
Using a slotted spoon, remove the peppers and onions from the sauce
and use to garnish the meat. Serve immediately, drizzled with the sauce.",meat,70,"Beef, mushrooms, peppers, pancetta, olive oil, flour, red wine, beef stock, Marsala, mixed herbs, salt, black pepper"
Beef Wellington,"1.6kg/3 1/2lb beef fillet, larded and
tied with string
350g/12oz mushrooms, finely
chopped
50g/2oz butter
225g/8oz pâté de foie gras
450g/1lb puff pastry
1 egg white, whisked lightly
1 large egg yolk, beaten with
1 teaspoon water
125ml/4fl oz Madeira
2 teaspoons arrowroot, dissolved in
1 tablespoon cold water
125ml/4fl oz beef stock
2 tablespoons finely chopped
black truffles
salt and freshly ground
black pepper","1. Preheat the oven to 200°C/400°F/Gas mark 6. In a roasting tin, roast the
beef in the middle of the oven for 25–30 minutes. Turn off the oven and
allow the beef to cool completely, then discard the larding fat and strings.
Skim the fat from the pan juices; reserve the juices.
2. In a heavy frying pan, cook the mushrooms in butter over a medium-low
heat, stirring, until all liquid has evaporated and the mixture is dry. Season
with salt and pepper and allow to cool completely.
3. Spread the beef evenly with the foie gras, covering the top and sides, and
spread the mushrooms evenly over the foie gras.
•4. On a floured work surface, roll the puff pastry into a rectangle of about
50cm/20in x 30.5cm/12in or large enough to enclose the beef
completely. Invert the beef in the middle of the pastry, and fold up the long
sides to enclose it, brushing the edges of the pastry with some egg white to
seal. Fold the ends of the pastry over the beef; seal with the egg white.
5. Transfer the beef, seam side down, to a baking tin, and brush the pastry
with the egg yolk wash. Chill for at least 1 hour.
6. Preheat the oven 200°C/400°F/Gas mark 6. Bake the fillet in the middle
of the oven for 30 minutes. Reduce the heat to 180°C/350°F/Gas mark 4,
and bake for a further 5–10 minutes until the pastry is cooked through.
Leave to stand for 15 minutes.
7. In a saucepan, boil the reserved pan juices and the Madeira until the
mixture is reduced by a quarter. Add the arrowroot mixture, stock and
truffles. Season with salt and pepper. Cook the sauce over a medium heat,
stirring, for 5 minutes or until thickened, being careful not to let it boil.
Serve the beef cut into thick slices, accompanied by the sauce. ",meat,40,"Beef, mushrooms, butter, foie gras, puff pastry, egg,  beef stock, black truffles, salt, black pepper"
Crispy shredded beef,"2 eggs
1/4  teaspoon salt
4 tablespoons plain flour
350g/12oz beef rump steak, cut
into thin strips
vegetable oil for deep-frying
2 carrots, finely shredded
2 spring onions, thinly shredded
1 garlic clove, finely chopped
3 small fresh red chillies, seeded
and thinly sliced
4 tablespoons granulated sugar
3 tablespoons rice vinegar
1 tablespoon light soy sauce
2 tablespoons beef stock
1 teaspoon cornflour","• Beat the eggs in a bowl with the salt and flour, adding a little water if
necessary to make a batter.
• Add the beef to the batter, and mix well until coated.
• Heat a wok over a high heat, then add the oil and heat until smoking.
Add the beef and deep-fry for 5 minutes, stirring to separate the strips.
Remove with a slotted spoon, and drain on kitchen paper.
• Add the carrots to the wok, and deep-fry to about 1–11
⁄2 minutes, then
remove with a slotted spoon and drain on kitchen paper.
• Pour off the excess oil, leaving about 1 tablespoon in the wok. Add the
spring onions, garlic, chillies and deep-fried carrots, and stir-fry for
1 minute. Add the sugar, vinegar, soy sauce and stock to the wok, and
bring to the boil. Stir in the cornflour, and simmer for a few minutes to
thicken the sauce.
• Return the beef to the wok, and stir until well coated with the sauce.
Serve immediately",meat,120,"Egg, salt, flour, beef steak, vegetable oil, carrot, onion, garlic, red chillies, sugar, rice vinegar, sauce, beef stock, cornflour"
Beef stroganoff,"15g/1/2oz dried porcini mushrooms
2 tablespoons olive oil
100g/4oz shallots, sliced
175g/6oz chestnut mushrooms
350g/12oz beef fillet, cut into
5mm/ 1/4in slices) 1/2 teaspoon Dijon mustard
75ml/3fl oz double cream
salt and freshly ground black pepper","• Put the porcini mushrooms in a bowl, cover with hot water and leave to
soak for 20 minutes. Drain, reserving the soaking liquid, and chop the
porcini. Sieve the soaking liquid through a fine-mesh sieve and reserve.
• Heat half the oil in a large frying pan. Add the shallots, and cook over a
low heat, stirring occasionally, for 5 minutes or until softened. Add the
porcini, reserved soaking water and chestnut mushrooms. Cook, stirring
frequently, for 10 minutes or until almost all of the liquid has evaporated,
then transfer the mixture to a plate.
• Heat the remaining oil in the frying pan, add the beef (in batches if
necessary to avoid crowding the pan) and cook, stirring frequently, for
4 minutes or until browned. Return the mushroom mixture to the frying
pan, and season with salt and pepper.
• Put the mustard and cream in a small bowl and stir to mix, then fold into
the mixture. Heat through and serve.",meat,90,"mushrooms, olive oil, shallots, mushrooms, beef fillet, mustard, double cream, salt, black pepper"
Chilli beef in tortillas,"For the tortillas
850g/13 1/4lb plain flour
4 teaspoons baking powder
1 teaspoon salt
4 tablespoons vegetable oil
For the filling
3 tablespoons vegetable oil
1 large onion, finely chopped
2 teaspoons dried oregano
1 teaspoon ground cumin
1 teaspoon chilli powder
1 teaspoon paprika
850g/13 1/4lb minced beef
1 green pepper, seeded and finely
chopped
2 garlic cloves, crushed
50g/2oz tomato purée","• To make the tortillas, mix the flour and baking powder with the salt. Mix
in the oil using a fork, then add enough lukewarm water to enable you
to gather the dough into a ball with your hands. Knead lightly to smooth,
then leave covered in the bowl for at least 20 minutes.
• Divide the dough into 24 balls, and roll out each one on a lightly floured
surface into a thin pancake, or tortilla.
• Heat a non-stick frying pan without any oil, and cook each tortilla until
the top surface bubbles up. Puncture the blisters and turn to cook the
other side. Wrap the tortillas in a clean cloth to keep warm.
• Meanwhile, to make the filling, heat the oil and sweat the onion gently
with the oregano, cumin, chilli powder and paprika until the onion is just
soft. Add the beef, green pepper and garlic, and stir gently using a
wooden spoon until the meat changes colour and breaks into granules.
• Put the tomato purée into a bowl, and mix with its own volume of cold
water. Stir into the meat and cook, covered, for about 10 minutes. Serve
hot with the warm tortillas.",meat,100,"flour, baking powder, salt, vegetable oil, onion, oregano, cumin, chilli powder, paprika, minced beef, green pepper, garlic, tomato puree"
Beef & pumpkin curry,"3 tablespoons sesame oil
2 teaspoons dried chilli flakes
1 teaspoon ground turmeric
600g/ 1 1/2 lb sirloin steak, cut into
2.5cm/1in cubes
300ml/10fl oz beef stock
1 teaspoon soft brown sugar
450g/1lb pumpkin, peeled, seeded
and cut into 2.5cm/1in cubes 1
⁄2 teaspoon salt
For the spice paste
2 large onions, chopped
4 garlic cloves, chopped
2 stalks lemon grass, tough outer
layer removed, chopped
2.5cm/1in piece of fresh root ginger,
chopped","• Put all the ingredients for the spice paste in a blender or food processor,
and work into a coarse paste.
• Heat the oil in a large flameproof casserole dish, add the spice paste
and fry over a gentle heat, stirring for about 5 minutes until softened
and aromatic. Add the chilli flakes and turmeric, and fry for a further
2 minutes.
• Add the steak to the pan, stir well to coat in the spice mixture and fry,
stirring frequently, for 5 minutes. Add the stock and sugar to the curry,
and bring to the boil. Reduce the heat, cover the pan and cook, stirring
occasionally, for 35 minutes or until the steak is tender.
• Add the pumpkin and salt to the pan, and stir gently to mix. Cover and
cook for a further 10 minutes or until the pumpkin is tender. Adjust the
seasoning to taste. Serve hot",meat,120,"Vegetable oil, chilli flakes, turmeric, sirloin steak, beef stock, sugar, pumpkin, salt, onion, garlic, lemon grass, ginger"
Asparagus & bean beef,"225g/8oz beef, cut across the grain
into thin slices 1/4 teaspoon baking powder,
dissolved in 2 teaspoons water
1 tablespoon groundnut oil
1/2 teaspoon salt
450g/1lb asparagus
1 tablespoon vegetable oil
1 tablespoon Chinese fermented
black beans, minced with
4 garlic cloves
1 tablespoon rice wine
2 teaspoons light soy sauce
For the marinade
1 teaspoon cornflour
1 teaspoon light soy sauce
1/2 teaspoon rice wine
1/2 teaspoon granulated sugar
1/2 teaspoon salt","• Put the beef in a bowl or glass dish. Stir the baking powder solution into
the beef to help tenderize it. Stir together the marinade ingredients, and
marinate the beef for 1 hour in the refrigerator.
• In a heavy pan, heat the groundnut oil over a high heat. Add the salt,
asparagus and 50ml/2fl oz water. Cover the pan for 2 minutes and
cook. When done, transfer the asparagus to a platter.
• Place the pan over a high heat, and add the vegetable oil. Stir-fry the
black bean and garlic mixture for a few seconds.
• Add the beef and stir-fry quickly until barely cooked. Add the rice wine
and soy sauce, and heat until sizzling. Stir in the asparagus and toss
quickly to heat through. Serve immediately",meat,20,"Beef, baking powder, groundnut oil, salt, asparagus, vegetable oil, beans, rice wine, soy sauce, cornflour"
"Steak, kidney & mushroom pie","2 tablespoons vegetable oil
100g/4oz bacon, chopped
1 onion, chopped
500g/1lb 2oz chuck steak, diced
2 tablespoons plain flour
100g/4oz lamb’s kidneys
1 bouquet garni
400ml/14fl oz beef stock
100g/4oz button mushrooms
225g/8oz ready-made puff pastry
beaten egg, to glaze
salt and freshly ground black pepper","• Preheat the oven to 170°C/325°F/Gas mark 3.
• Heat the oil in a heavy pan, add the bacon and onion, and sauté,
stirring, until lightly browned. Toss the steak in the flour, add to the pan
in batches and sauté, stirring, until browned.
• Toss the kidneys in the flour, and add to the pan with the bouquet garni.
Sauté until browned.
• Transfer the mixture to a casserole dish, then pour in the stock, cover
and cook in the oven for 2 hours.
• Remove from the oven, stir in the mushrooms and season with salt and
pepper. Leave to cool.
• Preheat the oven to 220°C/425°F/Gas mark 7. Roll out the pastry to
2cm/1in larger than the top of a 1.2 litre/2pt pie dish. Cut off a strip
and fit around the dampened rim of the dish to make a collar. Brush the
pastry with water.
• Tip the meat mixture into the dish. Lay the pastry round over the dish and
press the edges together to seal. Knock up the edges with the back of a
knife. Make a small slit in the pastry, brush with the beaten egg and
bake in the oven for 20 minutes.
• Reduce the oven temperature to 180°C/350°F/Gas 4, and bake for a
further 20 minutes. Serve hot",meat,40,"olive oil, shallots, mushrooms, beef fillet, mustard, double cream, salt, black pepper"
Beef daube,"25g/1oz butter
1 large onion, cut into wedges
2 celery sticks, chopped
1 green pepper, seeded and
chopped
450g/1lb sirloin steak, trimmed and
cut into strips
1kg/2 1/2 lb lean braising steak, cubed
50g/2oz plain flour, seasoned with
salt and black pepper
600ml/1pt beef stock
2 garlic cloves, crushed
150ml/5fl oz red wine
2 tablespoons red wine vinegar
2 tablespoons tomato purée
1/2 teaspoon Tabasco sauce
1 teaspoon chopped fresh thyme
2 bay leaves
1/2 teaspoon Cajun spice mix","• Heat the butter in a large heavy casserole dish. Add the onion wedges
and sauté until browned on all sides. Remove with a slotted spoon and
set aside.
• Add the celery and pepper to the dish, and cook until softened. Remove
the vegetables with a slotted spoon and set aside.
• Coat the meat in the seasoned flour, add to the pan and sauté until
browned on all sides. Add the stock, garlic, wine, vinegar, tomato
purée, Tabasco and thyme, and heat gently.
• Return the onions, celery and pepper to the pan. Tuck in the bay leaves
and sprinkle with the Cajun seasoning.
• Bring to the boil, transfer to the oven and cook for 3 hours or until the
meat and vegetables are tender. Serve with French bread.",meat,50,"Beef joint, red wine, beef stock, salt, black pepper, flour, salt, milk, egg, beef dripping"
"Beef & pork ragù","15g/ 1/2 oz dried porcini mushrooms
225g/8oz boneless beef chuck,
trimmed of all fat
225g/8oz lean boneless pork,
trimmed of all fat
50g/2oz butter
3 shallots, chopped
1 celery stick, finely chopped
1 carrot, finely chopped
2 tablespoons chopped fresh
flat-leaf parsley
1 tablespoon flour
175ml/6fl oz beef stock
150ml/5fl oz dry white wine
salt and freshly ground black pepper","• Soak the porcini mushrooms in 250ml/9fl oz warm water for
30 minutes. Drain the porcini, reserving the liquid and squeezing excess
water out of the porcini and into the bowl. Chop the porcini. Strain the
soaking liquid and reserve.
• Cut the beef and pork into 1cm/1
⁄2in dice.
• Melt the butter in a large pan over a medium-low heat. Add the shallots,
celery, carrot and porcini mushrooms. Increase the heat to medium and
sauté for about 5 minutes until lightly coloured. Stir in the parsley.
• Reduce the heat and add the meat. Brown lightly on all sides. Stir in the
flour, pour in the reserved porcini liquid, beef stock and wine, and
season with salt and pepper.
• Stir, cover and simmer very gently for 21
⁄2–3 hours, stirring occasionally,
until the meat begins to disintegrate and the sauce thickens. Serve hot
with freshly cooked pasta.",meat,20,"Butter, minced beef, onion, garlic, bulgur wheat, Parmesan, celery stick, tomato puree, oatmeal, thyme, Horseradish sauce, sour cream"
Roast beef & Yorkshire pudding,"1.8kg/4lb joint of beef
splash of red wine
300ml/10fl oz reduced beef stock
salt and freshly ground
black pepper
For the Yorkshire pudding
175g/6oz plain flour
1 teaspoon salt
300ml/10fl oz cold milk
3 eggs, beaten
60g/ 2 1/2oz beef dripping","• To prepare the Yorkshire pudding batter, sift the flour into a mixing
bowl with the salt. In another large bowl, mix together the milk and
150ml/10fl oz water, and whisk with the beaten eggs. Add this to the
flour in a thin stream, whisking to a smooth batter. Leave to stand for
60 minutes at room temperature.
• Preheat the oven to 240°C/475°F/Gas mark 9.
• Season the joint of beef heavily with salt and pepper, rubbing it in all
over. Sit the joint on a rack in a roasting tin, and roast in the oven for
25 minutes, then reduce the temperature to 200°C/400°F/Gas mark 6
and continue roasting for a further 25 minutes. It is important not to
open the oven door for more than a few seconds at any time from start
to finish.
• Remove the meat from the oven and allow to rest on its rack for about
30 minutes in a warm place, covered with foil. Increase the oven
temperature to 230°C/450°F/Gas mark 8.
• While the meat is resting, cook the Yorkshire pudding. Put the beef
dripping into a metal pan at least 6.5cm/21
⁄2in deep, and put in the
oven until smoking hot. Give the prepared batter a final whisk, and pour
into the fat. Bake for 25–30 minutes, when the pudding will be well
risen with a crisp, golden crust.
• Make a gravy by pouring off the fat from the roasting tin. Place the pan
over a high heat, and deglaze it with a splash of red wine. Add the
stock and boil fiercely, scraping the stuck-on sediment with a wooden
spoon. Taste and adjust the seasoning if necessary.
• Serve the roast beef cut in slices, accompanied by the gravy, Yorkshire
pudding and roasted vegetables.",meat,20,"parsley, garlic, bacon, orange zest, olive oil, red wine, bay leaf, sugar, olives, salt, black pepper"
